GISJOIN,YEAR,GEOID,GEOCODE,STATE,COUNTY,COUNTYA,TRACTA,U7I001,U7I002,U7I003,UrbanThreshold,RuralThreshold
G5501130940001,2020,1400000US55113940001,55113940001,Wisconsin,Sawyer County,113,940001,2045,0,2045,0,100
G5501130940002,2020,1400000US55113940002,55113940002,Wisconsin,Sawyer County,113,940002,1176,0,1176,0,100
G5501150100100,2020,1400000US55115100100,55115100100,Wisconsin,Shawano County,115,100100,2784,550,2234,19.75574713,80.24425287
G5501150100200,2020,1400000US55115100200,55115100200,Wisconsin,Shawano County,115,100200,1776,1154,622,64.97747748,35.02252252
G5501150100300,2020,1400000US55115100300,55115100300,Wisconsin,Shawano County,115,100300,3697,1183,2514,31.99891804,68.00108196
G5501150100400,2020,1400000US55115100400,55115100400,Wisconsin,Shawano County,115,100400,4407,4362,45,98.97889721,1.021102791
G5501150100500,2020,1400000US55115100500,55115100500,Wisconsin,Shawano County,115,100500,5100,4972,128,97.49019608,2.509803922
G5501150100600,2020,1400000US55115100600,55115100600,Wisconsin,Shawano County,115,100600,4162,0,4162,0,100
G5501150100700,2020,1400000US55115100700,55115100700,Wisconsin,Shawano County,115,100700,3074,0,3074,0,100
G5501150100800,2020,1400000US55115100800,55115100800,Wisconsin,Shawano County,115,100800,4567,0,4567,0,100
G5501150100900,2020,1400000US55115100900,55115100900,Wisconsin,Shawano County,115,100900,3732,0,3732,0,100
G5501150101000,2020,1400000US55115101000,55115101000,Wisconsin,Shawano County,115,101000,3674,8,3666,0.217746326,99.78225367
G5501150101100,2020,1400000US55115101100,55115101100,Wisconsin,Shawano County,115,101100,3908,0,3908,0,100
G5501170000100,2020,1400000US55117000100,55117000100,Wisconsin,Sheboygan County,117,100,3650,3650,0,100,0
G5501170000201,2020,1400000US55117000201,55117000201,Wisconsin,Sheboygan County,117,201,2908,2908,0,100,0
G5501170000202,2020,1400000US55117000202,55117000202,Wisconsin,Sheboygan County,117,202,4415,4415,0,100,0
G5501170000300,2020,1400000US55117000300,55117000300,Wisconsin,Sheboygan County,117,300,7248,7248,0,100,0
G5501170000400,2020,1400000US55117000400,55117000400,Wisconsin,Sheboygan County,117,400,4344,4344,0,100,0
G5501170000500,2020,1400000US55117000500,55117000500,Wisconsin,Sheboygan County,117,500,3627,3627,0,100,0
G5501170000800,2020,1400000US55117000800,55117000800,Wisconsin,Sheboygan County,117,800,5299,5299,0,100,0
G5501170000900,2020,1400000US55117000900,55117000900,Wisconsin,Sheboygan County,117,900,5538,5538,0,100,0
G5501170001000,2020,1400000US55117001000,55117001000,Wisconsin,Sheboygan County,117,1000,7545,7545,0,100,0
G5501170001100,2020,1400000US55117001100,55117001100,Wisconsin,Sheboygan County,117,1100,3750,3738,12,99.68,0.32
G5501170010100,2020,1400000US55117010100,55117010100,Wisconsin,Sheboygan County,117,10100,1429,22,1407,1.539538139,98.46046186
G5501170010200,2020,1400000US55117010200,55117010200,Wisconsin,Sheboygan County,117,10200,4718,3197,1521,67.76176346,32.23823654
G5501170010300,2020,1400000US55117010300,55117010300,Wisconsin,Sheboygan County,117,10300,3080,0,3080,0,100
G5501170010400,2020,1400000US55117010400,55117010400,Wisconsin,Sheboygan County,117,10400,2989,0,2989,0,100
G5501170010502,2020,1400000US55117010502,55117010502,Wisconsin,Sheboygan County,117,10502,3798,2866,932,75.46076883,24.53923117
G5501170010503,2020,1400000US55117010503,55117010503,Wisconsin,Sheboygan County,117,10503,3526,3463,63,98.21327283,1.78672717
G5501170010504,2020,1400000US55117010504,55117010504,Wisconsin,Sheboygan County,117,10504,4440,2682,1758,60.40540541,39.59459459
G5501170010601,2020,1400000US55117010601,55117010601,Wisconsin,Sheboygan County,117,10601,5517,5477,40,99.27496828,0.72503172
G5501170010602,2020,1400000US55117010602,55117010602,Wisconsin,Sheboygan County,117,10602,4373,3004,1369,68.69426023,31.30573977
G5501170010700,2020,1400000US55117010700,55117010700,Wisconsin,Sheboygan County,117,10700,9192,8567,625,93.20060923,6.799390775
G5501170010800,2020,1400000US55117010800,55117010800,Wisconsin,Sheboygan County,117,10800,3676,2911,765,79.18933624,20.81066376
G5501170010900,2020,1400000US55117010900,55117010900,Wisconsin,Sheboygan County,117,10900,3100,330,2770,10.64516129,89.35483871
G5501170011000,2020,1400000US55117011000,55117011000,Wisconsin,Sheboygan County,117,11000,2715,0,2715,0,100
G5501170011100,2020,1400000US55117011100,55117011100,Wisconsin,Sheboygan County,117,11100,3664,0,3664,0,100
G5501170011200,2020,1400000US55117011200,55117011200,Wisconsin,Sheboygan County,117,11200,3511,0,3511,0,100
G5501170011301,2020,1400000US55117011301,55117011301,Wisconsin,Sheboygan County,117,11301,4409,0,4409,0,100
G5501170011302,2020,1400000US55117011302,55117011302,Wisconsin,Sheboygan County,117,11302,3024,0,3024,0,100
G5501170011400,2020,1400000US55117011400,55117011400,Wisconsin,Sheboygan County,117,11400,2549,2549,0,100,0
G5501170990000,2020,1400000US55117990000,55117990000,Wisconsin,Sheboygan County,117,990000,0,0,0,,
G5501190960100,2020,1400000US55119960100,55119960100,Wisconsin,Taylor County,119,960100,4190,0,4190,0,100
G5501190960200,2020,1400000US55119960200,55119960200,Wisconsin,Taylor County,119,960200,1990,0,1990,0,100
G5501190960300,2020,1400000US55119960300,55119960300,Wisconsin,Taylor County,119,960300,2873,0,2873,0,100
G5501190960400,2020,1400000US55119960400,55119960400,Wisconsin,Taylor County,119,960400,4602,1343,3259,29.18296393,70.81703607
G5501190960500,2020,1400000US55119960500,55119960500,Wisconsin,Taylor County,119,960500,2926,2771,155,94.70266576,5.297334245
G5501190960600,2020,1400000US55119960600,55119960600,Wisconsin,Taylor County,119,960600,3332,0,3332,0,100
G5501210100100,2020,1400000US55121100100,55121100100,Wisconsin,Trempealeau County,121,100100,3423,0,3423,0,100
G5501210100200,2020,1400000US55121100200,55121100200,Wisconsin,Trempealeau County,121,100200,3346,0,3346,0,100
G5501210100300,2020,1400000US55121100300,55121100300,Wisconsin,Trempealeau County,121,100300,2555,0,2555,0,100
G5501210100400,2020,1400000US55121100400,55121100400,Wisconsin,Trempealeau County,121,100400,4050,0,4050,0,100
G5501210100500,2020,1400000US55121100500,55121100500,Wisconsin,Trempealeau County,121,100500,3038,0,3038,0,100
G5501210100600,2020,1400000US55121100600,55121100600,Wisconsin,Trempealeau County,121,100600,4858,0,4858,0,100
G5501210100700,2020,1400000US55121100700,55121100700,Wisconsin,Trempealeau County,121,100700,5599,0,5599,0,100
G5501210100800,2020,1400000US55121100800,55121100800,Wisconsin,Trempealeau County,121,100800,3891,0,3891,0,100
G5501230960100,2020,1400000US55123960100,55123960100,Wisconsin,Vernon County,123,960100,4399,0,4399,0,100
G5501230960200,2020,1400000US55123960200,55123960200,Wisconsin,Vernon County,123,960200,4319,0,4319,0,100
G5501230960300,2020,1400000US55123960300,55123960300,Wisconsin,Vernon County,123,960300,4509,0,4509,0,100
G5501230960400,2020,1400000US55123960400,55123960400,Wisconsin,Vernon County,123,960400,5017,3987,1030,79.46980267,20.53019733
G5501230960500,2020,1400000US55123960500,55123960500,Wisconsin,Vernon County,123,960500,3583,0,3583,0,100
G5501230960600,2020,1400000US55123960600,55123960600,Wisconsin,Vernon County,123,960600,4800,0,4800,0,100
G5501230960700,2020,1400000US55123960700,55123960700,Wisconsin,Vernon County,123,960700,4087,57,4030,1.394666014,98.60533399
G5501250940000,2020,1400000US55125940000,55125940000,Wisconsin,Vilas County,125,940000,3573,0,3573,0,100
G5501250950201,2020,1400000US55125950201,55125950201,Wisconsin,Vilas County,125,950201,2952,0,2952,0,100
G5501250950202,2020,1400000US55125950202,55125950202,Wisconsin,Vilas County,125,950202,1481,0,1481,0,100
G5501250950501,2020,1400000US55125950501,55125950501,Wisconsin,Vilas County,125,950501,3060,0,3060,0,100
G5501250950502,2020,1400000US55125950502,55125950502,Wisconsin,Vilas County,125,950502,3191,0,3191,0,100
G5501250950601,2020,1400000US55125950601,55125950601,Wisconsin,Vilas County,125,950601,2693,0,2693,0,100
G5501250950602,2020,1400000US55125950602,55125950602,Wisconsin,Vilas County,125,950602,1738,0,1738,0,100
G5501250950700,2020,1400000US55125950700,55125950700,Wisconsin,Vilas County,125,950700,4359,0,4359,0,100
G5501270000102,2020,1400000US55127000102,55127000102,Wisconsin,Walworth County,127,102,2633,1640,993,62.28636536,37.71363464
G5501270000103,2020,1400000US55127000103,55127000103,Wisconsin,Walworth County,127,103,2758,2649,109,96.04786077,3.952139231
G5501270000104,2020,1400000US55127000104,55127000104,Wisconsin,Walworth County,127,104,3510,2480,1030,70.65527066,29.34472934
G5501270000201,2020,1400000US55127000201,55127000201,Wisconsin,Walworth County,127,201,3681,758,2923,20.59223037,79.40776963
G5501270000202,2020,1400000US55127000202,55127000202,Wisconsin,Walworth County,127,202,2888,0,2888,0,100
G5501270000301,2020,1400000US55127000301,55127000301,Wisconsin,Walworth County,127,301,3038,16,3022,0.526662278,99.47333772
G5501270000303,2020,1400000US55127000303,55127000303,Wisconsin,Walworth County,127,303,3457,907,2550,26.23662135,73.76337865
G5501270000304,2020,1400000US55127000304,55127000304,Wisconsin,Walworth County,127,304,2864,317,2547,11.06843575,88.93156425
G5501270000400,2020,1400000US55127000400,55127000400,Wisconsin,Walworth County,127,400,4007,3846,161,95.98203144,4.017968555
G5501270000501,2020,1400000US55127000501,55127000501,Wisconsin,Walworth County,127,501,4092,4092,0,100,0
G5501270000502,2020,1400000US55127000502,55127000502,Wisconsin,Walworth County,127,502,3771,3467,304,91.93847786,8.061522143
G5501270000600,2020,1400000US55127000600,55127000600,Wisconsin,Walworth County,127,600,5496,413,5083,7.514556041,92.48544396
G5501270000701,2020,1400000US55127000701,55127000701,Wisconsin,Walworth County,127,701,4200,3987,213,94.92857143,5.071428571
G5501270000702,2020,1400000US55127000702,55127000702,Wisconsin,Walworth County,127,702,4652,4546,106,97.72141015,2.278589854
G5501270000801,2020,1400000US55127000801,55127000801,Wisconsin,Walworth County,127,801,1810,965,845,53.31491713,46.68508287
G5501270000802,2020,1400000US55127000802,55127000802,Wisconsin,Walworth County,127,802,2707,2399,308,88.62209088,11.37790912
G5501270000901,2020,1400000US55127000901,55127000901,Wisconsin,Walworth County,127,901,6115,5555,560,90.84219133,9.157808667
G5501270000902,2020,1400000US55127000902,55127000902,Wisconsin,Walworth County,127,902,3587,3566,21,99.41455255,0.585447449
G5501270001000,2020,1400000US55127001000,55127001000,Wisconsin,Walworth County,127,1000,5036,781,4255,15.50833995,84.49166005
G5501270001501,2020,1400000US55127001501,55127001501,Wisconsin,Walworth County,127,1501,3485,1937,1548,55.58106169,44.41893831
G5501270001503,2020,1400000US55127001503,55127001503,Wisconsin,Walworth County,127,1503,2369,2317,52,97.804981,2.195018995
G5501270001504,2020,1400000US55127001504,55127001504,Wisconsin,Walworth County,127,1504,3044,2221,823,72.96320631,27.03679369
G5501270001603,2020,1400000US55127001603,55127001603,Wisconsin,Walworth County,127,1603,2923,2704,219,92.50769757,7.492302429
G5501270001605,2020,1400000US55127001605,55127001605,Wisconsin,Walworth County,127,1605,4180,4107,73,98.25358852,1.746411483
G5501270001606,2020,1400000US55127001606,55127001606,Wisconsin,Walworth County,127,1606,2462,1723,739,69.98375305,30.01624695
G5501270001607,2020,1400000US55127001607,55127001607,Wisconsin,Walworth County,127,1607,3656,3444,212,94.20131291,5.79868709
G5501270001608,2020,1400000US55127001608,55127001608,Wisconsin,Walworth County,127,1608,2819,2575,244,91.34444839,8.655551614
G5501270001701,2020,1400000US55127001701,55127001701,Wisconsin,Walworth County,127,1701,5918,781,5137,13.19702602,86.80297398
G5501270001702,2020,1400000US55127001702,55127001702,Wisconsin,Walworth County,127,1702,5320,2989,2331,56.18421053,43.81578947
G5501290950100,2020,1400000US55129950100,55129950100,Wisconsin,Washburn County,129,950100,2116,0,2116,0,100
G5501290950200,2020,1400000US55129950200,55129950200,Wisconsin,Washburn County,129,950200,1870,0,1870,0,100
G5501290950300,2020,1400000US55129950300,55129950300,Wisconsin,Washburn County,129,950300,2925,0,2925,0,100
G5501290950501,2020,1400000US55129950501,55129950501,Wisconsin,Washburn County,129,950501,2753,0,2753,0,100
G5501290950502,2020,1400000US55129950502,55129950502,Wisconsin,Washburn County,129,950502,2292,0,2292,0,100
G5501290950600,2020,1400000US55129950600,55129950600,Wisconsin,Washburn County,129,950600,4667,0,4667,0,100
G5501310400102,2020,1400000US55131400102,55131400102,Wisconsin,Washington County,131,400102,3691,3114,577,84.36738011,15.63261989
G5501310400103,2020,1400000US55131400103,55131400103,Wisconsin,Washington County,131,400103,3645,0,3645,0,100
G5501310400104,2020,1400000US55131400104,55131400104,Wisconsin,Washington County,131,400104,5949,2279,3670,38.30895949,61.69104051
G5501310410100,2020,1400000US55131410100,55131410100,Wisconsin,Washington County,131,410100,5427,0,5427,0,100
G5501310420104,2020,1400000US55131420104,55131420104,Wisconsin,Washington County,131,420104,5177,2818,2359,54.43306935,45.56693065
G5501310420105,2020,1400000US55131420105,55131420105,Wisconsin,Washington County,131,420105,4544,4398,146,96.78697183,3.213028169
G5501310420106,2020,1400000US55131420106,55131420106,Wisconsin,Washington County,131,420106,3490,3359,131,96.24641834,3.753581662
G5501310420107,2020,1400000US55131420107,55131420107,Wisconsin,Washington County,131,420107,3412,2772,640,81.24267292,18.75732708
G5501310420108,2020,1400000US55131420108,55131420108,Wisconsin,Washington County,131,420108,2435,553,1882,22.71047228,77.28952772
G5501310420200,2020,1400000US55131420200,55131420200,Wisconsin,Washington County,131,420200,5545,5545,0,100,0
G5501310420300,2020,1400000US55131420300,55131420300,Wisconsin,Washington County,131,420300,5765,5765,0,100,0
G5501310420401,2020,1400000US55131420401,55131420401,Wisconsin,Washington County,131,420401,2417,2417,0,100,0
G5501310420402,2020,1400000US55131420402,55131420402,Wisconsin,Washington County,131,420402,2085,2085,0,100,0
G5501310430100,2020,1400000US55131430100,55131430100,Wisconsin,Washington County,131,430100,5646,0,5646,0,100
G5501310440103,2020,1400000US55131440103,55131440103,Wisconsin,Washington County,131,440103,5181,4587,594,88.53503185,11.46496815
G5501310440104,2020,1400000US55131440104,55131440104,Wisconsin,Washington County,131,440104,6507,6196,311,95.22053174,4.779468265
G5501310440105,2020,1400000US55131440105,55131440105,Wisconsin,Washington County,131,440105,3843,2547,1296,66.2763466,33.7236534
G5501310440106,2020,1400000US55131440106,55131440106,Wisconsin,Washington County,131,440106,3825,0,3825,0,100
G5501310440200,2020,1400000US55131440200,55131440200,Wisconsin,Washington County,131,440200,3856,3856,0,100,0
G5501310450103,2020,1400000US55131450103,55131450103,Wisconsin,Washington County,131,450103,5477,3823,1654,69.80098594,30.19901406
G5501310450105,2020,1400000US55131450105,55131450105,Wisconsin,Washington County,131,450105,3014,1303,1711,43.23158593,56.76841407
G5501310450106,2020,1400000US55131450106,55131450106,Wisconsin,Washington County,131,450106,6144,4706,1438,76.59505208,23.40494792
G5501310450107,2020,1400000US55131450107,55131450107,Wisconsin,Washington County,131,450107,3587,3160,427,88.09590187,11.90409813
G5501310450108,2020,1400000US55131450108,55131450108,Wisconsin,Washington County,131,450108,3202,979,2223,30.57464085,69.42535915
G5501310460101,2020,1400000US55131460101,55131460101,Wisconsin,Washington County,131,460101,6320,78,6242,1.234177215,98.76582278
G5501310460102,2020,1400000US55131460102,55131460102,Wisconsin,Washington County,131,460102,5419,274,5145,5.056283447,94.94371655
G5501310470100,2020,1400000US55131470100,55131470100,Wisconsin,Washington County,131,470100,5790,2857,2933,49.34369603,50.65630397
G5501310470202,2020,1400000US55131470202,55131470202,Wisconsin,Washington County,131,470202,6124,6124,0,100,0
G5501310470203,2020,1400000US55131470203,55131470203,Wisconsin,Washington County,131,470203,5028,4698,330,93.43675418,6.563245823
G5501310470204,2020,1400000US55131470204,55131470204,Wisconsin,Washington County,131,470204,4216,4008,208,95.06641366,4.933586338
G5501330200101,2020,1400000US55133200101,55133200101,Wisconsin,Waukesha County,133,200101,4513,4513,0,100,0
G5501330200102,2020,1400000US55133200102,55133200102,Wisconsin,Waukesha County,133,200102,5440,5440,0,100,0
G5501330200103,2020,1400000US55133200103,55133200103,Wisconsin,Waukesha County,133,200103,3017,3017,0,100,0
G5501330200201,2020,1400000US55133200201,55133200201,Wisconsin,Waukesha County,133,200201,3639,3399,240,93.40478153,6.595218467
G5501330200202,2020,1400000US55133200202,55133200202,Wisconsin,Waukesha County,133,200202,4493,4493,0,100,0
G5501330200300,2020,1400000US55133200300,55133200300,Wisconsin,Waukesha County,133,200300,5288,3142,2146,59.41754917,40.58245083
G5501330200400,2020,1400000US55133200400,55133200400,Wisconsin,Waukesha County,133,200400,7375,7099,276,96.25762712,3.742372881
G5501330200500,2020,1400000US55133200500,55133200500,Wisconsin,Waukesha County,133,200500,6069,6069,0,100,0
G5501330200600,2020,1400000US55133200600,55133200600,Wisconsin,Waukesha County,133,200600,1787,1787,0,100,0
G5501330200700,2020,1400000US55133200700,55133200700,Wisconsin,Waukesha County,133,200700,4168,4168,0,100,0
G5501330200801,2020,1400000US55133200801,55133200801,Wisconsin,Waukesha County,133,200801,5308,5142,166,96.87264506,3.127354936
G5501330200803,2020,1400000US55133200803,55133200803,Wisconsin,Waukesha County,133,200803,4806,4421,385,91.98918019,8.010819809
G5501330200804,2020,1400000US55133200804,55133200804,Wisconsin,Waukesha County,133,200804,4192,4192,0,100,0
G5501330200901,2020,1400000US55133200901,55133200901,Wisconsin,Waukesha County,133,200901,4364,4364,0,100,0
G5501330200902,2020,1400000US55133200902,55133200902,Wisconsin,Waukesha County,133,200902,4326,4326,0,100,0
G5501330201001,2020,1400000US55133201001,55133201001,Wisconsin,Waukesha County,133,201001,2557,2557,0,100,0
G5501330201002,2020,1400000US55133201002,55133201002,Wisconsin,Waukesha County,133,201002,4057,4057,0,100,0
G5501330201101,2020,1400000US55133201101,55133201101,Wisconsin,Waukesha County,133,201101,5233,5233,0,100,0
G5501330201102,2020,1400000US55133201102,55133201102,Wisconsin,Waukesha County,133,201102,3167,3167,0,100,0
G5501330201201,2020,1400000US55133201201,55133201201,Wisconsin,Waukesha County,133,201201,2064,2064,0,100,0
G5501330201203,2020,1400000US55133201203,55133201203,Wisconsin,Waukesha County,133,201203,3485,3485,0,100,0
G5501330201204,2020,1400000US55133201204,55133201204,Wisconsin,Waukesha County,133,201204,2736,2736,0,100,0
G5501330201205,2020,1400000US55133201205,55133201205,Wisconsin,Waukesha County,133,201205,4313,4313,0,100,0
G5501330201300,2020,1400000US55133201300,55133201300,Wisconsin,Waukesha County,133,201300,4821,3494,1327,72.47459033,27.52540967
G5501330201402,2020,1400000US55133201402,55133201402,Wisconsin,Waukesha County,133,201402,4760,4760,0,100,0
G5501330201403,2020,1400000US55133201403,55133201403,Wisconsin,Waukesha County,133,201403,4308,4308,0,100,0
G5501330201404,2020,1400000US55133201404,55133201404,Wisconsin,Waukesha County,133,201404,3850,3850,0,100,0
G5501330201504,2020,1400000US55133201504,55133201504,Wisconsin,Waukesha County,133,201504,6084,6084,0,100,0
G5501330201505,2020,1400000US55133201505,55133201505,Wisconsin,Waukesha County,133,201505,2820,2612,208,92.62411348,7.375886525
G5501330201506,2020,1400000US55133201506,55133201506,Wisconsin,Waukesha County,133,201506,5564,5564,0,100,0
G5501330201507,2020,1400000US55133201507,55133201507,Wisconsin,Waukesha County,133,201507,3455,3455,0,100,0
G5501330201508,2020,1400000US55133201508,55133201508,Wisconsin,Waukesha County,133,201508,2976,2976,0,100,0
G5501330201600,2020,1400000US55133201600,55133201600,Wisconsin,Waukesha County,133,201600,5466,3407,2059,62.33077205,37.66922795
G5501330201701,2020,1400000US55133201701,55133201701,Wisconsin,Waukesha County,133,201701,4597,4597,0,100,0
G5501330201703,2020,1400000US55133201703,55133201703,Wisconsin,Waukesha County,133,201703,5666,5666,0,100,0
G5501330201704,2020,1400000US55133201704,55133201704,Wisconsin,Waukesha County,133,201704,5307,4152,1155,78.23629169,21.76370831
G5501330201800,2020,1400000US55133201800,55133201800,Wisconsin,Waukesha County,133,201800,1540,1540,0,100,0
G5501330201900,2020,1400000US55133201900,55133201900,Wisconsin,Waukesha County,133,201900,6402,4989,1413,77.92877226,22.07122774
G5501330202001,2020,1400000US55133202001,55133202001,Wisconsin,Waukesha County,133,202001,5291,1634,3657,30.88263088,69.11736912
G5501330202002,2020,1400000US55133202002,55133202002,Wisconsin,Waukesha County,133,202002,4077,0,4077,0,100
G5501330202101,2020,1400000US55133202101,55133202101,Wisconsin,Waukesha County,133,202101,4211,3656,555,86.82023272,13.17976728
G5501330202102,2020,1400000US55133202102,55133202102,Wisconsin,Waukesha County,133,202102,4799,3599,1200,74.99479058,25.00520942
G5501330202103,2020,1400000US55133202103,55133202103,Wisconsin,Waukesha County,133,202103,3388,2008,1380,59.26800472,40.73199528
G5501330202201,2020,1400000US55133202201,55133202201,Wisconsin,Waukesha County,133,202201,4211,4205,6,99.85751603,0.142483971
G5501330202203,2020,1400000US55133202203,55133202203,Wisconsin,Waukesha County,133,202203,2230,2230,0,100,0
G5501330202204,2020,1400000US55133202204,55133202204,Wisconsin,Waukesha County,133,202204,3437,3437,0,100,0
G5501330202301,2020,1400000US55133202301,55133202301,Wisconsin,Waukesha County,133,202301,4576,4576,0,100,0
G5501330202303,2020,1400000US55133202303,55133202303,Wisconsin,Waukesha County,133,202303,3398,3378,20,99.41141848,0.588581519
G5501330202304,2020,1400000US55133202304,55133202304,Wisconsin,Waukesha County,133,202304,3134,3134,0,100,0
G5501330202400,2020,1400000US55133202400,55133202400,Wisconsin,Waukesha County,133,202400,5018,5018,0,100,0
G5501330202500,2020,1400000US55133202500,55133202500,Wisconsin,Waukesha County,133,202500,4088,4077,11,99.73091977,0.269080235
G5501330202600,2020,1400000US55133202600,55133202600,Wisconsin,Waukesha County,133,202600,2887,2887,0,100,0
G5501330202700,2020,1400000US55133202700,55133202700,Wisconsin,Waukesha County,133,202700,1844,1844,0,100,0
G5501330202800,2020,1400000US55133202800,55133202800,Wisconsin,Waukesha County,133,202800,3827,3827,0,100,0
G5501330202901,2020,1400000US55133202901,55133202901,Wisconsin,Waukesha County,133,202901,4250,4250,0,100,0
G5501330202902,2020,1400000US55133202902,55133202902,Wisconsin,Waukesha County,133,202902,3420,3420,0,100,0
G5501330203000,2020,1400000US55133203000,55133203000,Wisconsin,Waukesha County,133,203000,2298,2298,0,100,0
G5501330203103,2020,1400000US55133203103,55133203103,Wisconsin,Waukesha County,133,203103,4516,4516,0,100,0
G5501330203104,2020,1400000US55133203104,55133203104,Wisconsin,Waukesha County,133,203104,3164,3164,0,100,0
G5501330203105,2020,1400000US55133203105,55133203105,Wisconsin,Waukesha County,133,203105,3385,3385,0,100,0
G5501330203106,2020,1400000US55133203106,55133203106,Wisconsin,Waukesha County,133,203106,3554,3554,0,100,0
G5501330203107,2020,1400000US55133203107,55133203107,Wisconsin,Waukesha County,133,203107,3892,3892,0,100,0
G5501330203200,2020,1400000US55133203200,55133203200,Wisconsin,Waukesha County,133,203200,4210,4097,113,97.31591449,2.684085511
G5501330203303,2020,1400000US55133203303,55133203303,Wisconsin,Waukesha County,133,203303,3712,3171,541,85.42564655,14.57435345
G5501330203304,2020,1400000US55133203304,55133203304,Wisconsin,Waukesha County,133,203304,5588,5184,404,92.7702219,7.229778096
G5501330203305,2020,1400000US55133203305,55133203305,Wisconsin,Waukesha County,133,203305,4685,4685,0,100,0
G5501330203307,2020,1400000US55133203307,55133203307,Wisconsin,Waukesha County,133,203307,3068,3068,0,100,0
G5501330203308,2020,1400000US55133203308,55133203308,Wisconsin,Waukesha County,133,203308,3342,3342,0,100,0
G5501330203402,2020,1400000US55133203402,55133203402,Wisconsin,Waukesha County,133,203402,3941,3934,7,99.82238011,0.177619893
G5501330203403,2020,1400000US55133203403,55133203403,Wisconsin,Waukesha County,133,203403,5770,5601,169,97.07105719,2.928942808
G5501330203404,2020,1400000US55133203404,55133203404,Wisconsin,Waukesha County,133,203404,3587,3375,212,94.08976861,5.910231391
G5501330203405,2020,1400000US55133203405,55133203405,Wisconsin,Waukesha County,133,203405,4252,3938,314,92.61523989,7.384760113
G5501330203406,2020,1400000US55133203406,55133203406,Wisconsin,Waukesha County,133,203406,6885,3112,3773,45.19970951,54.80029049
G5501330203501,2020,1400000US55133203501,55133203501,Wisconsin,Waukesha County,133,203501,3921,790,3131,20.14792145,79.85207855
G5501330203502,2020,1400000US55133203502,55133203502,Wisconsin,Waukesha County,133,203502,2676,2039,637,76.19581465,23.80418535
G5501330203601,2020,1400000US55133203601,55133203601,Wisconsin,Waukesha County,133,203601,4072,4057,15,99.63163065,0.368369352
G5501330203602,2020,1400000US55133203602,55133203602,Wisconsin,Waukesha County,133,203602,5940,5940,0,100,0
G5501330203702,2020,1400000US55133203702,55133203702,Wisconsin,Waukesha County,133,203702,4796,2122,2674,44.24520434,55.75479566
G5501330203703,2020,1400000US55133203703,55133203703,Wisconsin,Waukesha County,133,203703,3430,3131,299,91.28279883,8.717201166
G5501330203704,2020,1400000US55133203704,55133203704,Wisconsin,Waukesha County,133,203704,4766,4701,65,98.63617289,1.363827109
G5501330203802,2020,1400000US55133203802,55133203802,Wisconsin,Waukesha County,133,203802,6125,3462,2663,56.52244898,43.47755102
G5501330203803,2020,1400000US55133203803,55133203803,Wisconsin,Waukesha County,133,203803,4033,254,3779,6.29804116,93.70195884
G5501330203805,2020,1400000US55133203805,55133203805,Wisconsin,Waukesha County,133,203805,4996,4269,727,85.44835869,14.55164131
G5501330203806,2020,1400000US55133203806,55133203806,Wisconsin,Waukesha County,133,203806,2834,786,2048,27.73465067,72.26534933
G5501330203901,2020,1400000US55133203901,55133203901,Wisconsin,Waukesha County,133,203901,4884,4475,409,91.62571663,8.374283374
G5501330203902,2020,1400000US55133203902,55133203902,Wisconsin,Waukesha County,133,203902,4345,4256,89,97.95166858,2.048331415
G5501330204002,2020,1400000US55133204002,55133204002,Wisconsin,Waukesha County,133,204002,5545,0,5545,0,100
G5501330204003,2020,1400000US55133204003,55133204003,Wisconsin,Waukesha County,133,204003,3894,0,3894,0,100
G5501330204004,2020,1400000US55133204004,55133204004,Wisconsin,Waukesha County,133,204004,4227,902,3325,21.33901112,78.66098888
G5501330204100,2020,1400000US55133204100,55133204100,Wisconsin,Waukesha County,133,204100,5365,2300,3065,42.87045666,57.12954334
G5501330204201,2020,1400000US55133204201,55133204201,Wisconsin,Waukesha County,133,204201,2896,2896,0,100,0
G5501330204202,2020,1400000US55133204202,55133204202,Wisconsin,Waukesha County,133,204202,4294,3571,723,83.1625524,16.8374476
G5501330204301,2020,1400000US55133204301,55133204301,Wisconsin,Waukesha County,133,204301,6697,6535,162,97.58100642,2.418993579
G5501330204302,2020,1400000US55133204302,55133204302,Wisconsin,Waukesha County,133,204302,4030,4030,0,100,0
G5501330204400,2020,1400000US55133204400,55133204400,Wisconsin,Waukesha County,133,204400,2242,2134,108,95.18287244,4.817127565
G5501330204501,2020,1400000US55133204501,55133204501,Wisconsin,Waukesha County,133,204501,2664,147,2517,5.518018018,94.48198198
G5501330204503,2020,1400000US55133204503,55133204503,Wisconsin,Waukesha County,133,204503,3466,3466,0,100,0
G5501330204504,2020,1400000US55133204504,55133204504,Wisconsin,Waukesha County,133,204504,2892,2689,203,92.98063624,7.019363762
G5501350100100,2020,1400000US55135100100,55135100100,Wisconsin,Waupaca County,135,100100,3719,63,3656,1.694003764,98.30599624
G5501350100200,2020,1400000US55135100200,55135100200,Wisconsin,Waupaca County,135,100200,2758,0,2758,0,100
G5501350100300,2020,1400000US55135100300,55135100300,Wisconsin,Waupaca County,135,100300,3741,0,3741,0,100
G5501350100400,2020,1400000US55135100400,55135100400,Wisconsin,Waupaca County,135,100400,4516,0,4516,0,100
